onset	duration	parametric.loss	distance.from.indifference	parametric.gain	gain	loss	PTval	respnum	respcat	response_time	rho	lambda	V_gamble
0	3	0.1273	-0.0814	-0.139	20	15	5.15	0	-1	0	0.7612194498174479	1.0355192934792707	0.8222421081702294
4	3	-0.0227	-0.4147	-0.189	18	12	6.12	2	1	1.7930000000000001	0.7612194498174479	1.0355192934792707	1.0808516711941452
8	3	0.1273	0.2519	-0.389	10	15	-4.85	3	0	1.6369999999999998	0.7612194498174479	1.0355192934792707	-1.1828112371500783
18	3	0.1773	-0.0814	0.211	34	16	18.16	1	1	1.3159999999999998	0.7612194498174479	1.0355192934792707	3.051273333455243
24	3	-0.3727	-0.0814	-0.189	18	5	13.05	1	1	1.67	0.7612194498174479	1.0355192934792707	2.7506632679488847
28	3	0.0273	-0.4147	0.011	26	13	13.13	2	1	1.232	0.7612194498174479	1.0355192934792707	2.323146055290855
38	3	0.2273	-0.0814	0.161	32	17	15.17	2	1	1.5019999999999998	0.7612194498174479	1.0355192934792707	2.5191393306194385
42	3	-0.3727	-0.4147	-0.239	16	5	11.05	2	1	1.925	0.7612194498174479	1.0355192934792707	2.363604618048967
46	3	-0.2727	-0.0814	-0.089	22	7	15.07	1	1	1.061	0.7612194498174479	1.0355192934792707	2.9809668326644396
52	3	-0.2227	0.5853	0.261	36	8	28.08	1	1	1.079	0.7612194498174479	1.0355192934792707	5.1289057499587
56	3	-0.1227	-0.0814	-0.239	16	10	6.1	2	1	1.4769999999999999	0.7612194498174479	1.0355192934792707	1.138609835501439
62	3	0.0273	-0.4147	0.111	30	13	17.13	1	1	1.599	0.7612194498174479	1.0355192934792707	3.0103665567131515
74	3	0.2273	0.5853	-0.289	14	17	-2.83	4	0	1.8219999999999998	0.7612194498174479	1.0355192934792707	-0.7471983630441028
78	3	0.3273	-0.0814	0.061	28	19	9.19	2	1	1.405	0.7612194498174479	1.0355192934792707	1.4478032254868154
82	3	0.3773	0.5853	-0.289	14	20	-5.8	4	0	1.206	0.7612194498174479	1.0355192934792707	-1.3364820749396773
86	3	0.1773	-0.4147	0.011	26	16	10.16	2	1	1.272	0.7612194498174479	1.0355192934792707	1.6984378673893792
90	3	-0.3727	0.5853	0.361	40	5	35.05	1	1	0.9	0.7612194498174479	1.0355192934792707	6.525975032388709
94	3	-0.0227	-0.0814	0.061	28	12	16.12	2	1	1.318	0.7612194498174479	1.0355192934792707	2.8853403448466275
98	3	0.1773	-0.0814	-0.139	20	16	4.16	2	1	1.367	0.7612194498174479	1.0355192934792707	0.6173938360494606
