onset	duration	parametric.loss	distance.from.indifference	parametric.gain	gain	loss	PTval	respnum	respcat	response_time	rho	lambda	V_gamble
0	3	0.1273	-0.0814	-0.139	20	15	-9.09	3	0	1.501	0.596004079209222	1.3868465375417633	-0.5018142021558334
4	3	-0.0227	-0.4147	-0.189	18	12	-5.27	3	0	1.371	0.596004079209222	1.3868465375417633	-0.24952371982046184
8	3	0.1273	0.2519	-0.389	10	15	-19.09	4	0	1.371	0.596004079209222	1.3868465375417633	-1.5106959618602374
18	3	0.1773	-0.0814	0.211	34	16	2.98	2	1	2.5269999999999997	0.596004079209222	1.3868465375417633	0.4705499702607625
24	3	-0.3727	-0.0814	-0.189	18	5	8.3	1	1	1.329	0.596004079209222	1.3868465375417633	0.9901189525608316
28	3	0.0273	-0.4147	0.011	26	13	0.79	2	1	1.286	0.596004079209222	1.3868465375417633	0.2875235652474797
38	3	0.2273	-0.0814	0.161	32	17	-0.96	2	1	1.27	0.596004079209222	1.3868465375417633	0.19222489242802032
42	3	-0.3727	-0.4147	-0.239	16	5	6.3	1	1	2.428	0.596004079209222	1.3868465375417633	0.8003194248270573
46	3	-0.2727	-0.0814	-0.089	22	7	8.43	1	1	1.5219999999999998	0.596004079209222	1.3868465375417633	0.9439700415340768
52	3	-0.2227	0.5853	0.261	36	8	20.49	1	1	0.8690000000000001	0.596004079209222	1.3868465375417633	1.837213901779915
56	3	-0.1227	-0.0814	-0.239	16	10	-3.39	2	1	1.276	0.596004079209222	1.3868465375417633	-0.12534499606699256
62	3	0.0273	-0.4147	0.111	30	13	4.79	2	1	1.3719999999999999	0.596004079209222	1.3868465375417633	0.5978674150969896
74	3	0.2273	0.5853	-0.289	14	17	-18.96	4	0	1.3980000000000001	0.596004079209222	1.3868465375417633	-1.342484517681323
78	3	0.3273	-0.0814	0.061	28	19	-8.84	3	0	1.526	0.596004079209222	1.3868465375417633	-0.3667744763112295
82	3	0.3773	0.5853	-0.289	14	20	-24.78	4	0	1.172	0.596004079209222	1.3868465375417633	-1.7241714052809098
86	3	0.1773	-0.4147	0.011	26	16	-5.02	3	0	1.719	0.596004079209222	1.3868465375417633	-0.13380609756701833
90	3	-0.3727	0.5853	0.361	40	5	30.3	1	1	0.8759999999999999	0.596004079209222	1.3868465375417633	2.6965160034802826
94	3	-0.0227	-0.0814	0.061	28	12	4.73	2	1	1.936	0.596004079209222	1.3868465375417633	0.5939296296652841
98	3	0.1773	-0.0814	-0.139	20	16	-11.02	3	0	2.059	0.596004079209222	1.3868465375417633	-0.6383986435549436
102	3	-0.3727	0.2519	0.011	26	5	16.3	1	1	0.9259999999999999	0.596004079209222	1.3868465375417633	1.6761593525841334
106	3	0.3773	-0.0814	0.161	32	20	-6.78	4	0	1.2409999999999999	0.596004079209222	1.3868465375417633	-0.1894619951715666
110	3	0.2273	0.2519	-0.189	18	17	-14.96	4	0	1.641	0.596004079209222	1.3868465375417633	-0.9530227559687257
116	3	-0.3227	-0.0814	-0.139	20	6	8.37	1	1	1.4280000000000002	0.596004079209222	1.3868465375417633	0.9638438663719624
120	3	0.2773	0.2519	-0.139	20	18	-14.9	3	0	1.996	0.596004079209222	1.3868465375417633	-0.9016214614195905
126	3	-0.2727	0.5853	0.361	40	7	26.43	1	1	1.351	0.596004079209222	1.3868465375417633	2.2946698732440307
130	3	-0.3227	0.5853	0.261	36	6	24.37	1	1	0.941	0.596004079209222	1.3868465375417633	2.214530240456409
134	3	0.3773	0.5853	-0.239	16	20	-22.78	4	0	1.706	0.596004079209222	1.3868465375417633	-1.5245091713020869
140	3	0.1273	-0.0814	0.361	40	15	10.91	0	-1	0	0.596004079209222	1.3868465375417633	1.0231349947282409
148	3	-0.3227	-0.4147	-0.389	10	6	-1.63	3	0	2.785	0.596004079209222	1.3868465375417633	-0.04503789333244157
156	3	0.1273	0.2519	-0.339	12	15	-17.09	4	0	1.495	0.596004079209222	1.3868465375417633	-1.284298705215114
160	3	0.2273	-0.4147	0.211	34	17	1.04	2	1	2.086	0.596004079209222	1.3868465375417633	0.337373711882357
164	3	0.0773	-0.0814	-0.189	18	14	-9.15	3	0	2.845	0.596004079209222	1.3868465375417633	-0.5429456197189362
170	3	0.0273	-0.0814	0.361	40	13	14.79	2	1	2.342	0.596004079209222	1.3868465375417633	1.3078802161436287
174	3	0.3273	-0.0814	0.161	32	19	-4.84	3	0	2.0540000000000003	0.596004079209222	1.3868465375417633	-0.06498017740022943
178	3	-0.0227	-0.0814	-0.289	14	12	-9.27	4	0	1.181	0.596004079209222	1.3868465375417633	-0.6389854815330591
182	3	-0.1227	-0.0814	0.161	32	10	12.61	1	1	1.494	0.596004079209222	1.3868465375417633	1.2097021800635277
192	3	0.2273	-0.4147	0.261	36	17	3.04	2	1	1.307	0.596004079209222	1.3868465375417633	0.4791114721510974
202	3	0.0273	-0.4147	0.061	28	13	2.79	1	1	1.494	0.596004079209222	1.3868465375417633	0.4449365147099238
208	3	0.0273	-0.0814	0.211	34	13	8.79	2	1	1.6909999999999998	0.596004079209222	1.3868465375417633	0.8918796330752605
212	3	0.0773	-0.0814	0.311	38	14	10.85	2	1	1.5730000000000002	0.596004079209222	1.3868465375417633	1.027778683572329
220	3	-0.0727	-0.0814	0.161	32	11	10.67	1	1	1.926	0.596004079209222	1.3868465375417633	1.0498257266005209
224	3	-0.1727	-0.0814	0.161	32	9	14.55	1	1	1.758	0.596004079209222	1.3868465375417633	1.3761833569829478
234	3	0.1773	-0.4147	0.111	30	16	-1.02	2	1	1.204	0.596004079209222	1.3868465375417633	0.17653775228249158
238	3	-0.1227	0.2519	0.211	34	10	14.61	2	1	1.669	0.596004079209222	1.3868465375417633	1.3548509995178644
246	3	-0.2227	-0.0814	-0.189	18	8	2.49	2	1	1.899	0.596004079209222	1.3868465375417633	0.4050796736600919
250	3	0.3773	-0.4147	0.211	34	20	-4.78	3	0	1.8530000000000002	0.596004079209222	1.3868465375417633	-0.044313175717229925
256	3	0.1773	-0.4147	0.161	32	16	0.98	3	0	1.7009999999999998	0.596004079209222	1.3868465375417633	0.32540115080642584
260	3	-0.0227	-0.4147	-0.039	24	12	0.73	2	1	2.315	0.596004079209222	1.3868465375417633	0.2741290669306111
266	3	-0.0227	0.2519	0.311	38	12	14.73	2	1	2.093	0.596004079209222	1.3868465375417633	1.3212005834708034
272	3	-0.1227	0.2519	0.311	38	10	18.61	2	1	2.5580000000000003	0.596004079209222	1.3868465375417633	1.635178834958047
280	3	-0.2727	-0.0814	-0.039	24	7	10.43	1	1	0.9129999999999999	0.596004079209222	1.3868465375417633	1.1119256090756529
284	3	0.0273	0.2519	-0.239	16	13	-9.21	3	0	1.8769999999999998	0.596004079209222	1.3868465375417633	-0.5883163625095964
296	3	0.3273	-0.4147	0.261	36	19	-0.84	3	0	1.797	0.596004079209222	1.3868465375417633	0.22190640232284764
310	3	-0.3727	0.2519	0.161	32	5	22.3	1	1	0.9390000000000001	0.596004079209222	1.3868465375417633	2.1353666009575774
316	3	-0.1727	0.2519	0.211	34	9	16.55	1	1	0.9229999999999999	0.596004079209222	1.3868465375417633	1.5213321764372845
320	3	-0.2727	0.2519	0.061	28	7	14.43	1	1	0.905	0.596004079209222	1.3868465375417633	1.4317261718103258
324	3	0.0273	-0.0814	-0.039	24	13	-1.21	2	1	2.6439999999999997	0.596004079209222	1.3868465375417633	0.12513595197525085
330	3	-0.3727	0.5853	0.311	38	5	28.3	1	1	1.777	0.596004079209222	1.3868465375417633	2.560843255852097
336	3	-0.1727	-0.4147	-0.089	22	9	4.55	2	1	1.931	0.596004079209222	1.3868465375417633	0.5866329277956988
342	3	-0.0727	-0.0814	-0.389	10	11	-11.33	4	0	1.444	0.596004079209222	1.3868465375417633	-0.9228558274652525
346	3	0.0773	0.2519	-0.339	12	14	-15.15	4	0	1.9240000000000002	0.596004079209222	1.3868465375417633	-1.1439822687428403
350	3	0.3273	-0.4147	0.211	34	19	-2.84	4	0	1.9809999999999999	0.596004079209222	1.3868465375417633	0.08016864205410723
360	3	-0.2727	0.5853	0.311	38	7	24.43	1	1	0.948	0.596004079209222	1.3868465375417633	2.158997125615845
364	3	-0.3227	0.2519	0.111	30	6	18.37	1	1	1.882	0.596004079209222	1.3868465375417633	1.7787802622093976
368	3	0.2773	-0.0814	0.011	26	18	-8.9	2	1	3.7460000000000004	0.596004079209222	1.3868465375417633	-0.3970289154316653
374	3	-0.3227	-0.4147	-0.289	14	6	2.37	2	1	2.679	0.596004079209222	1.3868465375417633	0.39293425062398857
378	3	-0.0227	-0.0814	-0.239	16	12	-7.27	3	0	2.119	0.596004079209222	1.3868465375417633	-0.43932324755423613
382	3	0.3773	0.2519	-0.089	22	20	-16.78	4	0	1.4280000000000002	0.596004079209222	1.3868465375417633	-0.9790124243588156
386	3	0.2273	0.5853	-0.339	12	17	-20.96	4	0	1.524	0.596004079209222	1.3868465375417633	-1.5540594049926297
398	3	-0.2727	-0.4147	-0.389	10	7	-3.57	3	0	2.2159999999999997	0.596004079209222	1.3868465375417633	-0.23916108334444752
