onset	duration	parametric.loss	distance.from.indifference	parametric.gain	gain	loss	PTval	respnum	respcat	response_time	rho	lambda	V_gamble
0	3	0.2182	-0.0788	0.0835	28	17	4.22	0	-1	0	0.5585072567456014	1.140841026576583	0.4393378990242751
4	3	-0.2818	-0.4121	-0.2665	14	7	4.21	0	-1	0	0.5585072567456014	1.140841026576583	0.4920115658660862
8	3	0.2682	-0.0788	0.0835	28	18	2.82	0	-1	0	0.5585072567456014	1.140841026576583	0.34929088989230594
14	3	-0.0818	-0.0788	-0.2165	16	11	0.61	2	1	2.081	0.5585072567456014	1.140841026576583	0.17541991210776686
18	3	0.3682	-0.4121	0.3835	40	20	12.02	0	-1	0	0.5585072567456014	1.140841026576583	0.8843346009631703
22	3	0.1682	-0.0788	-0.1665	18	16	-4.38	3	0	2.3480000000000003	0.5585072567456014	1.140841026576583	-0.17135154795244878
28	3	-0.0818	0.2545	0.3335	38	11	22.61	0	-1	0	0.5585072567456014	1.140841026576583	1.6363990654830172
32	3	-0.1318	0.2545	0.2835	36	10	22.01	0	-1	0	0.5585072567456014	1.140841026576583	1.6358176318367716
40	3	0.2682	-0.4121	0.3835	40	18	14.82	2	1	1.385	0.5585072567456014	1.140841026576583	1.0580431725550428
44	3	-0.1318	-0.0788	-0.3665	10	10	-3.99	3	0	1.044	0.5585072567456014	1.140841026576583	-0.25480411828157057
50	3	-0.3318	-0.0788	-0.0165	24	6	15.61	2	1	1.265	0.5585072567456014	1.140841026576583	1.3983745982276687
56	3	-0.2318	-0.0788	-0.1165	20	8	8.81	2	1	0.898	0.5585072567456014	1.140841026576583	0.8423103739600943
62	3	-0.0318	0.2545	0.3835	40	12	23.21	2	1	0.9890000000000001	0.5585072567456014	1.140841026576583	1.6388205681017478
68	3	-0.1318	-0.4121	-0.0665	22	10	8.01	3	0	1.6340000000000001	0.5585072567456014	1.140841026576583	0.7461414165074145
76	3	-0.3318	-0.0788	-0.1665	18	6	9.61	2	1	0.85	0.5585072567456014	1.140841026576583	0.9605027022478398
80	3	0.1682	-0.0788	0.3335	38	16	15.62	2	1	1.341	0.5585072567456014	1.140841026576583	1.1296886898103482
90	3	0.3682	-0.0788	0.1335	30	20	2.02	3	0	1.074	0.5585072567456014	1.140841026576583	0.301894580794662
98	3	0.0682	-0.0788	-0.0665	22	14	2.41	3	0	0.7609999999999999	0.5585072567456014	1.140841026576583	0.3194380344628458
102	3	0.2682	0.2545	-0.1665	18	18	-7.18	3	0	0.732	0.5585072567456014	1.140841026576583	-0.3538164246293056
106	3	0.3182	0.5879	-0.2165	16	19	-10.58	3	0	1.101	0.5585072567456014	1.140841026576583	-0.6016192430894103
110	3	-0.1318	-0.4121	-0.0165	24	10	10.01	0	-1	0	0.5585072567456014	1.140841026576583	0.8860753370325187
116	3	0.3182	0.5879	-0.3165	12	19	-14.58	4	0	1.429	0.5585072567456014	1.140841026576583	-0.9507586144750082
120	3	-0.1818	-0.0788	0.0835	28	9	15.41	1	1	1.524	0.5585072567456014	1.140841026576583	1.269259633042868
126	3	-0.1318	-0.0788	0.1335	30	10	16.01	2	1	1.354	0.5585072567456014	1.140841026576583	1.27762301806853
