onset	duration	parametric.loss	distance.from.indifference	parametric.gain	gain	loss	PTval	respnum	respcat	response_time	rho	lambda	V_gamble
0	3	0.1273	-0.0814	-0.139	20	15	-9.01	3	0	1.4780000000000002	0.5209490175306464	1.7017132495410208	-1.1068114942766067
4	3	-0.0227	-0.4147	-0.189	18	12	-5.21	3	0	1.097	0.5209490175306464	1.7017132495410208	-0.8512156198773413
8	3	0.1273	0.2519	-0.389	10	15	-19.01	3	0	0.877	0.5209490175306464	1.7017132495410208	-1.8284293284899447
18	3	0.1773	-0.0814	0.211	34	16	3.05	3	0	1.199	0.5209490175306464	1.7017132495410208	-0.4679533610522215
24	3	-0.3727	-0.0814	-0.189	18	5	8.33	2	1	1.088	0.5209490175306464	1.7017132495410208	0.2859213493569428
28	3	0.0273	-0.4147	0.011	26	13	0.85	3	0	1.237	0.5209490175306464	1.7017132495410208	-0.5075595471177969
38	3	0.2273	-0.0814	0.161	32	17	-0.88	3	0	1.136	0.5209490175306464	1.7017132495410208	-0.68127566661218
42	3	-0.3727	-0.4147	-0.239	16	5	6.33	2	1	1.061	0.5209490175306464	1.7017132495410208	0.15179158936197568
46	3	-0.2727	-0.0814	-0.089	22	7	8.46	2	1	1.453	0.5209490175306464	1.7017132495410208	0.15727562892587077
52	3	-0.2227	0.5853	0.261	36	8	20.53	2	1	1.361	0.5209490175306464	1.7017132495410208	0.7201434518491063
56	3	-0.1227	-0.0814	-0.239	16	10	-3.34	3	0	1.265	0.5209490175306464	1.7017132495410208	-0.7040085595377534
62	3	0.0273	-0.4147	0.111	30	13	4.85	2	1	2.04	0.5209490175306464	1.7017132495410208	-0.296295836563929
74	3	0.2273	0.5853	-0.289	14	17	-18.88	4	0	1.008	0.5209490175306464	1.7017132495410208	-1.7455245194114717
78	3	0.3273	-0.0814	0.061	28	19	-8.75	4	0	0.813	0.5209490175306464	1.7017132495410208	-1.1077305278372407
82	3	0.3773	0.5853	-0.289	14	20	-24.69	4	0	1.4480000000000002	0.5209490175306464	1.7017132495410208	-2.0744299088996976
86	3	0.1773	-0.4147	0.011	26	16	-4.95	4	0	1.033	0.5209490175306464	1.7017132495410208	-0.8773616850419796
90	3	-0.3727	0.5853	0.361	40	5	30.33	1	1	1.165	0.5209490175306464	1.7017132495410208	1.4485295664755127
94	3	-0.0227	-0.0814	0.061	28	12	4.79	2	1	1.265	0.5209490175306464	1.7017132495410208	-0.26791065914363266
98	3	0.1773	-0.0814	-0.139	20	16	-10.95	4	0	1.03	0.5209490175306464	1.7017132495410208	-1.2260661728988649
102	3	-0.3727	0.2519	0.011	26	5	16.33	2	1	1.213	0.5209490175306464	1.7017132495410208	0.761785470660133
106	3	0.3773	-0.0814	0.161	32	20	-6.69	4	0	0.9890000000000001	0.5209490175306464	1.7017132495410208	-1.0101810561004059
110	3	0.2273	0.2519	-0.189	18	17	-14.88	4	0	0.904	0.5209490175306464	1.7017132495410208	-1.4689600396404932
116	3	-0.3227	-0.0814	-0.139	20	6	8.39	2	1	1.249	0.5209490175306464	1.7017132495410208	0.21701362593432671
120	3	0.2773	0.2519	-0.139	20	18	-14.82	4	0	0.631	0.5209490175306464	1.7017132495410208	-1.4543165626400576
126	3	-0.2727	0.5853	0.361	40	7	26.46	2	1	1.193	0.5209490175306464	1.7017132495410208	1.0715246188922984
130	3	-0.3227	0.5853	0.261	36	6	24.39	2	1	1.1340000000000001	0.5209490175306464	1.7017132495410208	1.0700010007649388
134	3	0.3773	0.5853	-0.239	16	20	-22.69	4	0	0.76	0.5209490175306464	1.7017132495410208	-1.9319951891236862
140	3	0.1273	-0.0814	0.361	40	15	10.99	3	0	1.3459999999999999	0.5209490175306464	1.7017132495410208	-0.07136291060434186
148	3	-0.3227	-0.4147	-0.389	10	6	-1.61	3	0	1.113	0.5209490175306464	1.7017132495410208	-0.5046042082790112
156	3	0.1273	0.2519	-0.339	12	15	-17.01	3	0	0.977	0.5209490175306464	1.7017132495410208	-1.6631036953902223
160	3	0.2273	-0.4147	0.211	34	17	1.12	3	0	1.6640000000000001	0.5209490175306464	1.7017132495410208	-0.5836875943475448
164	3	0.0773	-0.0814	-0.189	18	14	-9.08	3	0	0.807	0.5209490175306464	1.7017132495410208	-1.1108427565076688
170	3	0.0273	-0.0814	0.361	40	13	14.85	4	0	0.97	0.5209490175306464	1.7017132495410208	0.1791845486975827
174	3	0.3273	-0.0814	0.161	32	19	-4.75	4	0	1.095	0.5209490175306464	1.7017132495410208	-0.9033511155426361
178	3	-0.0227	-0.0814	-0.289	14	12	-9.21	4	0	1.31	0.5209490175306464	1.7017132495410208	-1.1277800996483198
182	3	-0.1227	-0.0814	0.161	32	10	12.66	2	1	1.294	0.5209490175306464	1.7017132495410208	0.21780557348552687
192	3	0.2273	-0.4147	0.261	36	17	3.12	3	0	1.266	0.5209490175306464	1.7017132495410208	-0.4888130313635761
202	3	0.0273	-0.4147	0.061	28	13	2.85	3	0	1.185	0.5209490175306464	1.7017132495410208	-0.40011870768727853
208	3	0.0273	-0.0814	0.211	34	13	8.85	2	1	1.129	0.5209490175306464	1.7017132495410208	-0.09815122312803881
212	3	0.0773	-0.0814	0.311	38	14	10.92	2	1	2.023	0.5209490175306464	1.7017132495410208	-0.038314437638181875
220	3	-0.0727	-0.0814	0.161	32	11	10.72	2	1	1.2009999999999998	0.5209490175306464	1.7017132495410208	0.07406933884394018
224	3	-0.1727	-0.0814	0.161	32	9	14.59	3	0	0.888	0.5209490175306464	1.7017132495410208	0.3686100964308543
234	3	0.1773	-0.4147	0.111	30	16	-0.95	3	0	1.179	0.5209490175306464	1.7017132495410208	-0.6660979744881117
238	3	-0.1227	0.2519	0.211	34	10	14.66	2	1	1.4469999999999998	0.5209490175306464	1.7017132495410208	0.31539364575016204
246	3	-0.2227	-0.0814	-0.189	18	8	2.53	3	0	1.649	0.5209490175306464	1.7017132495410208	-0.2600035564278107
250	3	0.3773	-0.4147	0.211	34	20	-4.69	3	0	1.0070000000000001	0.5209490175306464	1.7017132495410208	-0.9125929838357707
256	3	0.1773	-0.4147	0.161	32	16	1.05	3	0	1.17	0.5209490175306464	1.7017132495410208	-0.5655414333168567
260	3	-0.0227	-0.4147	-0.039	24	12	0.79	3	0	1.151	0.5209490175306464	1.7017132495410208	-0.4868304294650776
266	3	-0.0227	0.2519	0.311	38	12	14.79	2	1	1.219	0.5209490175306464	1.7017132495410208	0.22131269899214567
272	3	-0.1227	0.2519	0.311	38	10	18.66	2	1	0.9620000000000001	0.5209490175306464	1.7017132495410208	0.5026495193267007
280	3	-0.2727	-0.0814	-0.039	24	7	10.46	2	1	1.179	0.5209490175306464	1.7017132495410208	0.27330159218599226
284	3	0.0273	0.2519	-0.239	16	13	-9.15	4	0	1.1440000000000001	0.5209490175306464	1.7017132495410208	-1.1175534284159543
296	3	0.3273	-0.4147	0.261	36	19	-0.75	3	0	1.435	0.5209490175306464	1.7017132495410208	-0.7108884802940323
310	3	-0.3727	0.2519	0.161	32	5	22.33	2	1	1.187	0.5209490175306464	1.7017132495410208	1.073605722385256
316	3	-0.1727	0.2519	0.211	34	9	16.59	2	1	1.2670000000000001	0.5209490175306464	1.7017132495410208	0.46619816869548947
320	3	-0.2727	0.2519	0.061	28	7	14.46	2	1	1.489	0.5209490175306464	1.7017132495410208	0.4922213625074372
324	3	0.0273	-0.0814	-0.039	24	13	-1.15	4	0	0.993	0.5209490175306464	1.7017132495410208	-0.6190384780087235
330	3	-0.3727	0.5853	0.311	38	5	28.33	2	1	1.003	0.5209490175306464	1.7017132495410208	1.3584496682264298
336	3	-0.1727	-0.4147	-0.089	22	9	4.59	3	0	2.1390000000000002	0.5209490175306464	1.7017132495410208	-0.17071504944531668
342	3	-0.0727	-0.0814	-0.389	10	11	-11.28	3	0	0.996	0.5209490175306464	1.7017132495410208	-1.308073234951406
346	3	0.0773	0.2519	-0.339	12	14	-15.08	4	0	0.912	0.5209490175306464	1.7017132495410208	-1.5399753241749794
350	3	0.3273	-0.4147	0.211	34	19	-2.75	3	0	1.508	0.5209490175306464	1.7017132495410208	-0.805763043278001
360	3	-0.2727	0.5853	0.311	38	7	24.46	2	1	1.2590000000000001	0.5209490175306464	1.7017132495410208	0.9814447206432155
364	3	-0.3227	0.2519	0.111	30	6	18.39	2	1	1.617	0.5209490175306464	1.7017132495410208	0.7769818243450799
368	3	0.2773	-0.0814	0.011	26	18	-8.82	4	0	1.008	0.5209490175306464	1.7017132495410208	-1.1056120747831724
374	3	-0.3227	-0.4147	-0.289	14	6	2.39	4	0	1.34	0.5209490175306464	1.7017132495410208	-0.1867104872829568
378	3	-0.0227	-0.0814	-0.239	16	12	-7.21	4	0	0.904	0.5209490175306464	1.7017132495410208	-0.9853453798723084
382	3	0.3773	0.2519	-0.089	22	20	-16.69	4	0	0.9390000000000001	0.5209490175306464	1.7017132495410208	-1.5495062019765768
386	3	0.2273	0.5853	-0.339	12	17	-20.88	4	0	0.753	0.5209490175306464	1.7017132495410208	-1.8980926073078037
398	3	-0.2727	-0.4147	-0.389	10	7	-3.54	4	0	1.068	0.5209490175306464	1.7017132495410208	-0.6855417989933044
402	3	0.3773	0.2519	-0.189	18	20	-20.69	4	0	0.841	0.5209490175306464	1.7017132495410208	-1.797865429128719
408	3	-0.3227	-0.4147	-0.339	12	6	0.39	4	0	0.972	0.5209490175306464	1.7017132495410208	-0.33927857517928883
412	3	-0.3227	0.2519	0.161	32	6	20.39	2	1	1.369	0.5209490175306464	1.7017132495410208	0.8775383655163349
416	3	-0.2727	-0.0814	-0.189	18	7	4.46	3	0	1.216	0.5209490175306464	1.7017132495410208	-0.09108359822627143
420	3	-0.1227	0.2519	0.361	40	10	20.66	1	1	1.33	0.5209490175306464	1.7017132495410208	0.5927294175757836
424	3	0.0773	0.2519	-0.289	14	14	-13.08	4	0	0.945	0.5209490175306464	1.7017132495410208	-1.3874072362786474
428	3	0.3273	-0.0814	0.111	30	19	-6.75	3	0	1.349	0.5209490175306464	1.7017132495410208	-1.0039076567138911
436	3	0.2773	0.2519	-0.039	24	18	-10.82	4	0	0.948	0.5209490175306464	1.7017132495410208	-1.217091005674099
440	3	-0.0227	-0.0814	-0.389	10	12	-13.21	4	0	0.955	0.5209490175306464	1.7017132495410208	-1.4456738206443742
444	3	0.3273	-0.4147	0.361	40	19	3.25	2	1	1.321	0.5209490175306464	1.7017132495410208	-0.5284272714523794
448	3	-0.1727	-0.4147	-0.039	24	9	6.59	2	1	1.3319999999999999	0.5209490175306464	1.7017132495410208	-0.05468908618519519
458	3	0.2773	0.5853	-0.239	16	18	-18.82	4	0	0.972	0.5209490175306464	1.7017132495410208	-1.7156059560813297
462	3	-0.0227	0.2519	0.261	36	12	12.79	3	0	1.962	0.5209490175306464	1.7017132495410208	0.12893138839957574
466	3	-0.1727	-0.0814	0.011	26	9	8.59	3	0	1.786	0.5209490175306464	1.7017132495410208	0.05678984470573134
470	3	-0.0227	-0.4147	-0.139	20	12	-3.21	3	0	1.29	0.5209490175306464	1.7017132495410208	-0.7240559864310363
474	3	0.0773	-0.0814	-0.039	24	14	-3.08	3	0	1.27	0.5209490175306464	1.7017132495410208	-0.7464575660954051
