onset	duration	parametric.loss	distance.from.indifference	parametric.gain	gain	loss	PTval	respnum	respcat	response_time	rho	lambda	V_gamble
0	3	0.1273	-0.0814	-0.139	20	15	-81.3	3	0	1.104	0.5220089830242447	1.8591456700853874	-1.432854351330295
4	3	-0.0227	-0.4147	-0.189	18	12	-63.04	3	0	0.706	0.5220089830242447	1.8591456700853874	-1.1404985136358552
8	3	0.1273	0.2519	-0.389	10	15	-91.3	3	0	0.565	0.5220089830242447	1.8591456700853874	-2.1579897524072935
18	3	0.1773	-0.0814	0.211	34	16	-74.05	3	0	0.902	0.5220089830242447	1.8591456700853874	-0.8014910744008521
24	3	-0.3727	-0.0814	-0.189	18	5	-15.77	2	1	1.246	0.5220089830242447	1.8591456700853874	0.10711548928945236
28	3	0.0273	-0.4147	0.011	26	13	-61.79	3	0	0.6679999999999999	0.5220089830242447	1.8591456700853874	-0.8072278076710329
38	3	0.2273	-0.0814	0.161	32	17	-82.81	3	0	1.206	0.5220089830242447	1.8591456700853874	-1.026716309217699
42	3	-0.3727	-0.4147	-0.239	16	5	-17.77	2	1	1.067	0.5220089830242447	1.8591456700853874	-0.027691253045532438
46	3	-0.2727	-0.0814	-0.089	22	7	-25.27	2	1	0.884	0.5220089830242447	1.8591456700853874	-0.05673115397690154
52	3	-0.2227	0.5853	0.261	36	8	-18.03	2	1	1.455	0.5220089830242447	1.8591456700853874	0.4938342742407307
56	3	-0.1227	-0.0814	-0.239	16	10	-51.53	3	0	1.9340000000000002	0.5220089830242447	1.8591456700853874	-0.9665325083769396
62	3	0.0273	-0.4147	0.111	30	13	-57.79	3	0	0.7979999999999999	0.5220089830242447	1.8591456700853874	-0.5947855899305039
74	3	0.2273	0.5853	-0.289	14	17	-100.81	3	0	0.919	0.5220089830242447	1.8591456700853874	-2.0966200466734204
78	3	0.3273	-0.0814	0.061	28	19	-100.31	3	0	0.767	0.5220089830242447	1.8591456700853874	-1.4761108202778148
82	3	0.3773	0.5853	-0.289	14	20	-121.07	3	0	0.6940000000000001	0.5220089830242447	1.8591456700853874	-2.457799428984705
86	3	0.1773	-0.4147	0.011	26	16	-82.05	3	0	1.192	0.5220089830242447	1.8591456700853874	-1.2132115158503178
90	3	-0.3727	0.5853	0.361	40	5	6.23	1	1	1.2	0.5220089830242447	1.8591456700853874	1.2761927060605545
94	3	-0.0227	-0.0814	0.061	28	12	-53.04	3	0	1.358	0.5220089830242447	1.8591456700853874	-0.5540706914241182
98	3	0.1773	-0.0814	-0.139	20	16	-88.05	3	0	1.135	0.5220089830242447	1.8591456700853874	-1.5637866441564245
102	3	-0.3727	0.2519	0.011	26	5	-7.77	2	1	1.046	0.5220089830242447	1.8591456700853874	0.5855071522816515
106	3	0.3773	-0.0814	0.161	32	20	-103.07	4	0	1.102	0.5220089830242447	1.8591456700853874	-1.3878956915289837
110	3	0.2273	0.2519	-0.189	18	17	-96.81	4	0	1.016	0.5220089830242447	1.8591456700853874	-1.8186787248686032
116	3	-0.3227	-0.0814	-0.139	20	6	-20.52	2	1	1.128	0.5220089830242447	1.8591456700853874	0.019902248991810367
120	3	0.2773	0.2519	-0.139	20	18	-101.56	4	0	1.135	0.5220089830242447	1.8591456700853874	-1.8144120154668277
126	3	-0.2727	0.5853	0.361	40	7	-7.27	2	1	1.161	0.5220089830242447	1.8591456700853874	0.8626908766938932
130	3	-0.3227	0.5853	0.261	36	6	-4.52	2	1	1.015	0.5220089830242447	1.8591456700853874	0.8776243369172851
134	3	0.3773	0.5853	-0.239	16	20	-119.07	4	0	0.887	0.5220089830242447	1.8591456700853874	-2.3146648495148727
140	3	0.1273	-0.0814	0.361	40	15	-61.3	3	0	1.569	0.5220089830242447	1.8591456700853874	-0.39159366924528527
148	3	-0.3227	-0.4147	-0.389	10	6	-30.52	4	0	1.409	0.5220089830242447	1.8591456700853874	-0.7052331520851884
156	3	0.1273	0.2519	-0.339	12	15	-89.3	3	0	1.08	0.5220089830242447	1.8591456700853874	-1.991906614027008
160	3	0.2273	-0.4147	0.211	34	17	-80.81	3	0	1.234	0.5220089830242447	1.8591456700853874	-0.9285666204269383
164	3	0.0773	-0.0814	-0.189	18	14	-76.55	3	0	0.695	0.5220089830242447	1.8591456700853874	-1.4254951451816855
170	3	0.0273	-0.0814	0.361	40	13	-47.79	3	0	1.29	0.5220089830242447	1.8591456700853874	-0.11654225389212991
174	3	0.3273	-0.0814	0.161	32	19	-96.31	3	0	0.698	0.5220089830242447	1.8591456700853874	-1.2705762268386476
178	3	-0.0227	-0.0814	-0.289	14	12	-67.04	3	0	0.888	0.5220089830242447	1.8591456700853874	-1.4184398354406722
182	3	-0.1227	-0.0814	0.161	32	10	-35.53	3	0	0.792	0.5220089830242447	1.8591456700853874	-0.03976335039105061
192	3	0.2273	-0.4147	0.261	36	17	-78.81	3	0	2.154	0.5220089830242447	1.8591456700853874	-0.8331401022570359
202	3	0.0273	-0.4147	0.061	28	13	-59.79	3	0	0.826	0.5220089830242447	1.8591456700853874	-0.6991916484514951
208	3	0.0273	-0.0814	0.211	34	13	-53.79	3	0	0.723	0.5220089830242447	1.8591456700853874	-0.3955073662215671
212	3	0.0773	-0.0814	0.311	38	14	-56.55	3	0	0.809	0.5220089830242447	1.8591456700853874	-0.34703228584243195
220	3	-0.0727	-0.0814	0.161	32	11	-42.29	3	0	0.723	0.5220089830242447	1.8591456700853874	-0.1975092724239773
224	3	-0.1727	-0.0814	0.161	32	9	-28.78	2	1	0.977	0.5220089830242447	1.8591456700853874	0.1257222067870618
234	3	0.1773	-0.4147	0.111	30	16	-78.05	3	0	1.155	0.5220089830242447	1.8591456700853874	-1.0007692981097889
238	3	-0.1227	0.2519	0.211	34	10	-33.53	3	0	1.274	0.5220089830242447	1.8591456700853874	0.05838633839971008
246	3	-0.2227	-0.0814	-0.189	18	8	-36.03	2	1	1.235	0.5220089830242447	1.8591456700853874	-0.49170434837083654
250	3	0.3773	-0.4147	0.211	34	20	-101.07	4	0	1.745	0.5220089830242447	1.8591456700853874	-1.289746002738223
256	3	0.1773	-0.4147	0.161	32	16	-76.05	3	0	1.179	0.5220089830242447	1.8591456700853874	-0.8996407631916128
260	3	-0.0227	-0.4147	-0.039	24	12	-57.04	3	0	0.8109999999999999	0.5220089830242447	1.8591456700853874	-0.7741943231328983
266	3	-0.0227	0.2519	0.311	38	12	-43.04	3	0	2.708	0.5220089830242447	1.8591456700853874	-0.06203565429660163
272	3	-0.1227	0.2519	0.311	38	10	-29.53	3	0	0.767	0.5220089830242447	1.8591456700853874	0.24673709329729876
280	3	-0.2727	-0.0814	-0.039	24	7	-23.27	2	1	1.02	0.5220089830242447	1.8591456700853874	0.05991785042574804
284	3	0.0273	0.2519	-0.239	16	13	-71.79	3	0	0.779	0.5220089830242447	1.8591456700853874	-1.4204262129982168
296	3	0.3273	-0.4147	0.261	36	19	-92.31	3	0	0.693	0.5220089830242447	1.8591456700853874	-1.0770000198779845
310	3	-0.3727	0.2519	0.161	32	5	-1.77	1	1	1.2209999999999999	0.5220089830242447	1.8591456700853874	0.8990779049403566
316	3	-0.1727	0.2519	0.211	34	9	-26.78	2	1	1.173	0.5220089830242447	1.8591456700853874	0.2238718955778225
320	3	-0.2727	0.2519	0.061	28	7	-19.27	2	1	1.171	0.5220089830242447	1.8591456700853874	0.28004148213452806
324	3	0.0273	-0.0814	-0.039	24	13	-63.79	3	0	0.772	0.5220089830242447	1.8591456700853874	-0.9193152801602751
330	3	-0.3727	0.5853	0.311	38	5	4.23	1	1	1.126	0.5220089830242447	1.8591456700853874	1.185578348628706
336	3	-0.1727	-0.4147	-0.089	22	9	-38.78	3	0	1.99	0.5220089830242447	1.8591456700853874	-0.41658502276353504
342	3	-0.0727	-0.0814	-0.389	10	11	-64.29	3	0	0.598	0.5220089830242447	1.8591456700853874	-1.5867905544657879
346	3	0.0773	0.2519	-0.339	12	14	-82.55	3	0	0.541	0.5220089830242447	1.8591456700853874	-1.8567308731923062
350	3	0.3273	-0.4147	0.211	34	19	-94.31	3	0	0.5329999999999999	0.5220089830242447	1.8591456700853874	-1.1724265380478869
360	3	-0.2727	0.5853	0.311	38	7	-9.27	1	1	1.206	0.5220089830242447	1.8591456700853874	0.7720765192620447
364	3	-0.3227	0.2519	0.111	30	6	-10.52	1	1	1.148	0.5220089830242447	1.8591456700853874	0.582919595038446
368	3	0.2773	-0.0814	0.011	26	18	-95.56	4	0	1.0290000000000001	0.5220089830242447	1.8591456700853874	-1.463836887160721
374	3	-0.3227	-0.4147	-0.289	14	6	-26.52	3	0	1.06	0.5220089830242447	1.8591456700853874	-0.3858556074990991
378	3	-0.0227	-0.0814	-0.239	16	12	-65.04	3	0	0.742	0.5220089830242447	1.8591456700853874	-1.27530525597084
382	3	0.3773	0.2519	-0.089	22	20	-113.07	3	0	1.3419999999999999	0.5220089830242447	1.8591456700853874	-1.9302029210795806
386	3	0.2273	0.5853	-0.339	12	17	-102.81	3	0	0.8290000000000001	0.5220089830242447	1.8591456700853874	-2.249914452879224
398	3	-0.2727	-0.4147	-0.389	10	7	-37.27	3	0	1.088	0.5220089830242447	1.8591456700853874	-0.9037052064681153
402	3	0.3773	0.2519	-0.189	18	20	-117.07	4	0	0.833	0.5220089830242447	1.8591456700853874	-2.179858107179888
408	3	-0.3227	-0.4147	-0.339	12	6	-28.52	3	0	1.224	0.5220089830242447	1.8591456700853874	-0.5391500137049028
412	3	-0.3227	0.2519	0.161	32	6	-8.52	1	1	1.446	0.5220089830242447	1.8591456700853874	0.6840481299566221
416	3	-0.2727	-0.0814	-0.189	18	7	-29.27	3	0	1.287	0.5220089830242447	1.8591456700853874	-0.3063863400772089
420	3	-0.1227	0.2519	0.361	40	10	-27.53	1	1	0.888	0.5220089830242447	1.8591456700853874	0.3373514507291473
424	3	0.0773	0.2519	-0.289	14	14	-80.55	4	0	1.015	0.5220089830242447	1.8591456700853874	-1.7034364669865025
428	3	0.3273	-0.0814	0.111	30	19	-98.31	4	0	1.318	0.5220089830242447	1.8591456700853874	-1.3717047617568237
436	3	0.2773	0.2519	-0.039	24	18	-97.56	4	0	1.345	0.5220089830242447	1.8591456700853874	-1.5759243596499632
440	3	-0.0227	-0.0814	-0.389	10	12	-71.04	4	0	0.633	0.5220089830242447	1.8591456700853874	-1.7378173800267616
444	3	0.3273	-0.4147	0.361	40	19	-88.31	4	0	1.537	0.5220089830242447	1.8591456700853874	-0.8934614257184497
448	3	-0.1727	-0.4147	-0.039	24	9	-36.78	3	0	1.439	0.5220089830242447	1.8591456700853874	-0.29993601836088546
458	3	0.2773	0.5853	-0.239	16	18	-105.56	4	0	0.961	0.5220089830242447	1.8591456700853874	-2.077035292487905
462	3	-0.0227	0.2519	0.261	36	12	-45.04	3	0	0.912	0.5220089830242447	1.8591456700853874	-0.15495989102428798
466	3	-0.1727	-0.0814	0.011	26	9	-34.78	3	0	1.672	0.5220089830242447	1.8591456700853874	-0.18784854587164324
470	3	-0.0227	-0.4147	-0.139	20	12	-61.04	4	0	0.968	0.5220089830242447	1.8591456700853874	-1.0126819789497628
474	3	0.0773	-0.0814	-0.039	24	14	-70.55	3	0	0.7	0.5220089830242447	1.8591456700853874	-1.0591909546787286
