onset	duration	parametric.loss	distance.from.indifference	parametric.gain	gain	loss	PTval	respnum	respcat	response_time	rho	lambda	V_gamble
0	3	0.1273	-0.0814	-0.139	20	15	-5.21	4	0	1.155	0.6229721238469244	1.4882009162237635	-0.7886879496370329
4	3	-0.0227	-0.4147	-0.189	18	12	-2.17	4	0	1.0979999999999999	0.6229721238469244	1.4882009162237635	-0.47219615822869443
8	3	0.1273	0.2519	-0.389	10	15	-15.21	4	0	0.963	0.6229721238469244	1.4882009162237635	-1.9220580436077501
18	3	0.1773	-0.0814	0.211	34	16	7.11	2	1	1.206	0.6229721238469244	1.4882009162237635	0.3125313587102152
24	3	-0.3727	-0.0814	-0.189	18	5	9.6	2	1	1.35	0.6229721238469244	1.4882009162237635	0.9986913924900405
28	3	0.0273	-0.4147	0.011	26	13	4.15	3	0	1.557	0.6229721238469244	1.4882009162237635	0.12812132992018865
38	3	0.2273	-0.0814	0.161	32	17	3.42	3	0	1.1059999999999999	0.6229721238469244	1.4882009162237635	-0.015291198219366642
42	3	-0.3727	-0.4147	-0.239	16	5	7.6	2	1	1.157	0.6229721238469244	1.4882009162237635	0.7845575728084957
46	3	-0.2727	-0.0814	-0.089	22	7	10.23	2	1	1.386	0.6229721238469244	1.4882009162237635	0.9288009193696896
52	3	-0.2227	0.5853	0.261	36	8	22.55	1	1	1.294	0.6229721238469244	1.4882009162237635	1.9433699293607045
56	3	-0.1227	-0.0814	-0.239	16	10	-0.81	4	0	1.484	0.6229721238469244	1.4882009162237635	-0.3106590346239053
62	3	0.0273	-0.4147	0.111	30	13	8.15	2	1	1.284	0.6229721238469244	1.4882009162237635	0.4829933616751032
74	3	0.2273	0.5853	-0.289	14	17	-14.58	4	0	0.975	0.6229721238469244	1.4882009162237635	-1.7587040676555352
78	3	0.3273	-0.0814	0.061	28	19	-3.94	4	0	1.067	0.6229721238469244	1.4882009162237635	-0.672901476507811
82	3	0.3773	0.5853	-0.289	14	20	-19.62	4	0	1.3559999999999999	0.6229721238469244	1.4882009162237635	-2.221841635359157
86	3	0.1773	-0.4147	0.011	26	16	-0.89	4	0	1.663	0.6229721238469244	1.4882009162237635	-0.3797539050242982
90	3	-0.3727	0.5853	0.361	40	5	31.6	1	1	1.035	0.6229721238469244	1.4882009162237635	2.9494593476210573
94	3	-0.0227	-0.0814	0.061	28	12	7.83	2	1	1.7169999999999999	0.6229721238469244	1.4882009162237635	0.4868424021270559
